Ensembl Gene ID	Ensembl Transcript ID	dN	% Identity with respect to query gene	Mouse Ensembl Gene ID	dS
ENSG00000147421	ENST00000355231	0.00450	99	ENSMUSG00000021972	0.35540
ENSG00000147421	ENST00000524238	0.00450	99	ENSMUSG00000021972	0.35540
ENSG00000147421	ENST00000518080	0.00450	99	ENSMUSG00000021972	0.35540
ENSG00000147421	ENST00000517386	0.00450	99	ENSMUSG00000021972	0.35540
ENSG00000147421	ENST00000522468	0.00450	99	ENSMUSG00000021972	0.35540
ENSG00000147421	ENST00000561377	0.00450	99	ENSMUSG00000021972	0.35540
ENSG00000147421	ENST00000403668	0.00450	99	ENSMUSG00000021972	0.35540
ENSG00000187626	ENST00000377294	0.17930	70	ENSMUSG00000021327	0.48690
ENSG00000187626	ENST00000377294	0.14930	66	ENSMUSG00000054931	0.56120
ENSG00000197024	ENST00000426851	0.04230	91	ENSMUSG00000062519	0.52950
ENSG00000197024	ENST00000485111	0.04230	91	ENSMUSG00000062519	0.52950
ENSG00000197024	ENST00000475153	0.04230	91	ENSMUSG00000062519	0.52950
ENSG00000197024	ENST00000483892	0.04230	91	ENSMUSG00000062519	0.52950
ENSG00000197024	ENST00000491174	0.04230	91	ENSMUSG00000062519	0.52950
ENSG00000251247	ENST00000589046				
ENSG00000251247	ENST00000586933				
ENSG00000251247	ENST00000532141				
ENSG00000251247	ENST00000420450				
ENSG00000251247	ENST00000526123				
ENSG00000251247	ENST00000432005				
ENSG00000251247	ENST00000529555				
ENSG00000251247	ENST00000331800				
ENSG00000251247	ENST00000534729				
ENSG00000251247	ENST00000586646				
ENSG00000251247	ENST00000525851				
ENSG00000251247	ENST00000529989				
ENSG00000251247	ENST00000585396				
ENSG00000251247	ENST00000614069				
ENSG00000251247	ENST00000612719				
ENSG00000273841	ENST00000506736	0.02640	94	ENSMUSG00000052293	0.41440
ENSG00000273841	ENST00000217893	0.02640	94	ENSMUSG00000052293	0.41440
ENSG00000273841	ENST00000503245	0.02640	94	ENSMUSG00000052293	0.41440
ENSG00000273841	ENST00000509462	0.02640	94	ENSMUSG00000052293	0.41440
ENSG00000273841	ENST00000504109	0.02640	94	ENSMUSG00000052293	0.41440
ENSG00000273841	ENST00000512152	0.02640	94	ENSMUSG00000052293	0.41440
ENSG00000273841	ENST00000508954	0.02640	94	ENSMUSG00000052293	0.41440
ENSG00000273841	ENST00000328663	0.02640	94	ENSMUSG00000052293	0.41440
ENSG00000176399	ENST00000325870	0.20160	67	ENSMUSG00000043753	0.49470
ENSG00000184271	ENST00000389243	0.02470	95	ENSMUSG00000098598	0.61480
ENSG00000184271	ENST00000550824	0.02470	95	ENSMUSG00000098598	0.61480
ENSG00000184271	ENST00000333640	0.02470	95	ENSMUSG00000098598	0.61480
ENSG00000184271	ENST00000552305	0.02470	95	ENSMUSG00000098598	0.61480
ENSG00000184271	ENST00000547855	0.02470	95	ENSMUSG00000098598	0.61480
ENSG00000184271	ENST00000549309	0.02470	95	ENSMUSG00000098598	0.61480
ENSG00000184271	ENST00000546685	0.02470	95	ENSMUSG00000098598	0.61480
ENSG00000184271	ENST00000548692	0.02470	95	ENSMUSG00000098598	0.61480
ENSG00000184271	ENST00000547854	0.02470	95	ENSMUSG00000098598	0.61480
ENSG00000172534	ENST00000310441	0.03060	94	ENSMUSG00000031386	0.61450
ENSG00000172534	ENST00000444191	0.03060	94	ENSMUSG00000031386	0.61450
ENSG00000172534	ENST00000369984	0.03060	94	ENSMUSG00000031386	0.61450
ENSG00000172534	ENST00000461098	0.03060	94	ENSMUSG00000031386	0.61450
ENSG00000183431	ENST00000373019	0.00370	99	ENSMUSG00000028902	0.45010
ENSG00000183431	ENST00000487062	0.00370	99	ENSMUSG00000028902	0.45010
ENSG00000183431	ENST00000460925	0.00370	99	ENSMUSG00000028902	0.45010
ENSG00000183431	ENST00000489537	0.00370	99	ENSMUSG00000028902	0.45010
ENSG00000183431	ENST00000461869	0.00370	99	ENSMUSG00000028902	0.45010
ENSG00000183431	ENST00000470585	0.00370	99	ENSMUSG00000028902	0.45010
ENSG00000183431	ENST00000488934	0.00370	99	ENSMUSG00000028902	0.45010
ENSG00000183431	ENST00000462258	0.00370	99	ENSMUSG00000028902	0.45010
ENSG00000105722	ENST00000222329	0.01560	97	ENSMUSG00000040857	0.48800
ENSG00000105722	ENST00000440177	0.01560	97	ENSMUSG00000040857	0.48800
ENSG00000105722	ENST00000595448	0.01560	97	ENSMUSG00000040857	0.48800
ENSG00000105722	ENST00000593944	0.01560	97	ENSMUSG00000040857	0.48800
ENSG00000105722	ENST00000598965	0.01560	97	ENSMUSG00000040857	0.48800
ENSG00000105722	ENST00000596818	0.01560	97	ENSMUSG00000040857	0.48800
ENSG00000105722	ENST00000595941	0.01560	97	ENSMUSG00000040857	0.48800
ENSG00000152409	ENST00000396137	0.06640	87	ENSMUSG00000021690	0.48810
ENSG00000152409	ENST00000412001	0.06640	87	ENSMUSG00000021690	0.48810
ENSG00000101412	ENST00000343380	0.08070	84	ENSMUSG00000027490	0.64180
ENSG00000101412	ENST00000622594	0.08070	84	ENSMUSG00000027490	0.64180
ENSG00000177599	ENST00000479762				
ENSG00000177599	ENST00000323169				
ENSG00000177599	ENST00000450087				
ENSG00000177599	ENST00000492230				
ENSG00000099949	ENST00000479606	0.02560	95	ENSMUSG00000022761	0.84810
ENSG00000099949	ENST00000215739	0.02560	95	ENSMUSG00000022761	0.84810
ENSG00000099949	ENST00000414985	0.02560	95	ENSMUSG00000022761	0.84810
ENSG00000099949	ENST00000493460	0.02560	95	ENSMUSG00000022761	0.84810
ENSG00000099949	ENST00000443265	0.02560	95	ENSMUSG00000022761	0.84810
ENSG00000099949	ENST00000480895	0.02560	95	ENSMUSG00000022761	0.84810
ENSG00000099949	ENST00000497716	0.02560	95	ENSMUSG00000022761	0.84810
ENSG00000099949	ENST00000461510	0.02560	95	ENSMUSG00000022761	0.84810
ENSG00000099949	ENST00000492480	0.02560	95	ENSMUSG00000022761	0.84810
ENSG00000099949	ENST00000415354	0.02560	95	ENSMUSG00000022761	0.84810
ENSG00000099949	ENST00000495142	0.02560	95	ENSMUSG00000022761	0.84810
ENSG00000099949	ENST00000491432	0.02560	95	ENSMUSG00000022761	0.84810
ENSG00000099949	ENST00000439171	0.02560	95	ENSMUSG00000022761	0.84810
ENSG00000099949	ENST00000464807	0.02560	95	ENSMUSG00000022761	0.84810
ENSG00000099949	ENST00000452988	0.02560	95	ENSMUSG00000022761	0.84810
ENSG00000099949	ENST00000463909	0.02560	95	ENSMUSG00000022761	0.84810
ENSG00000099949	ENST00000498649	0.02560	95	ENSMUSG00000022761	0.84810
ENSG00000099949	ENST00000415817	0.02560	95	ENSMUSG00000022761	0.84810
ENSG00000099949	ENST00000389355	0.02560	95	ENSMUSG00000022761	0.84810
ENSG00000205869	ENST00000382171				
ENSG00000197177	ENST00000607359	0.10980	79	ENSMUSG00000025475	1.16840
ENSG00000197177	ENST00000392607	0.10980	79	ENSMUSG00000025475	1.16840
ENSG00000197177	ENST00000392606	0.10980	79	ENSMUSG00000025475	1.16840
ENSG00000186777	ENST00000419098	0.44570	37	ENSMUSG00000042063	1.07580
ENSG00000186777	ENST00000619749	0.44570	37	ENSMUSG00000042063	1.07580
ENSG00000130803	ENST00000247956	0.10590	82	ENSMUSG00000057551	1.15230
ENSG00000130803	ENST00000360385	0.10590	82	ENSMUSG00000057551	1.15230
ENSG00000130803	ENST00000591278	0.10590	82	ENSMUSG00000057551	1.15230
ENSG00000130803	ENST00000419608	0.10590	82	ENSMUSG00000057551	1.15230
ENSG00000130803	ENST00000590152	0.10590	82	ENSMUSG00000057551	1.15230
ENSG00000130803	ENST00000591508	0.10590	82	ENSMUSG00000057551	1.15230
ENSG00000150455	ENST00000462401	0.15590	72	ENSMUSG00000032041	0.72960
ENSG00000150455	ENST00000488598	0.15590	72	ENSMUSG00000032041	0.72960
ENSG00000150455	ENST00000392679	0.15590	72	ENSMUSG00000032041	0.72960
ENSG00000150455	ENST00000467006	0.15590	72	ENSMUSG00000032041	0.72960
ENSG00000150455	ENST00000392678	0.15590	72	ENSMUSG00000032041	0.72960
ENSG00000150455	ENST00000392680	0.15590	72	ENSMUSG00000032041	0.72960
ENSG00000150455	ENST00000479770	0.15590	72	ENSMUSG00000032041	0.72960
ENSG00000198753	ENST00000361971	0.08770	83	ENSMUSG00000031385	0.79940
ENSG00000198753	ENST00000411613	0.08770	83	ENSMUSG00000031385	0.79940
ENSG00000198753	ENST00000482654	0.08770	83	ENSMUSG00000031385	0.79940
ENSG00000198753	ENST00000455214	0.08770	83	ENSMUSG00000031385	0.79940
ENSG00000198753	ENST00000485980	0.08770	83	ENSMUSG00000031385	0.79940
ENSG00000198753	ENST00000448847	0.08770	83	ENSMUSG00000031385	0.79940
ENSG00000198753	ENST00000469190	0.08770	83	ENSMUSG00000031385	0.79940
ENSG00000198753	ENST00000472415	0.08770	83	ENSMUSG00000031385	0.79940
ENSG00000198753	ENST00000538966	0.08770	83	ENSMUSG00000031385	0.79940
ENSG00000144331	ENST00000466398	0.02740	74	ENSMUSG00000027016	0.39890
ENSG00000144331	ENST00000410066	0.02740	74	ENSMUSG00000027016	0.39890
ENSG00000144331	ENST00000336917	0.02740	74	ENSMUSG00000027016	0.39890
ENSG00000144331	ENST00000409343	0.02740	74	ENSMUSG00000027016	0.39890
ENSG00000144331	ENST00000409692	0.02740	74	ENSMUSG00000027016	0.39890
ENSG00000144331	ENST00000457304	0.02740	74	ENSMUSG00000027016	0.39890
ENSG00000144331	ENST00000469551	0.02740	74	ENSMUSG00000027016	0.39890
ENSG00000144331	ENST00000475539	0.02740	74	ENSMUSG00000027016	0.39890
ENSG00000144331	ENST00000495289	0.02740	74	ENSMUSG00000027016	0.39890
ENSG00000144331	ENST00000439340	0.02740	74	ENSMUSG00000027016	0.39890
ENSG00000144331	ENST00000463918	0.02740	74	ENSMUSG00000027016	0.39890
ENSG00000144331	ENST00000451732	0.02740	74	ENSMUSG00000027016	0.39890
ENSG00000144331	ENST00000438871	0.02740	74	ENSMUSG00000027016	0.39890
ENSG00000096717	ENST00000212015	0.06070	82	ENSMUSG00000020063	0.41370
ENSG00000096717	ENST00000497639	0.06070	82	ENSMUSG00000020063	0.41370
ENSG00000096717	ENST00000473922	0.06070	82	ENSMUSG00000020063	0.41370
ENSG00000096717	ENST00000406900	0.06070	82	ENSMUSG00000020063	0.41370
ENSG00000096717	ENST00000403579	0.06070	82	ENSMUSG00000020063	0.41370
ENSG00000096717	ENST00000432464	0.06070	82	ENSMUSG00000020063	0.41370
ENSG00000115507	ENST00000366671	0.01160	97	ENSMUSG00000005917	0.72380
ENSG00000115507	ENST00000484066	0.01160	97	ENSMUSG00000005917	0.72380
ENSG00000115507	ENST00000282549	0.01160	97	ENSMUSG00000005917	0.72380
ENSG00000115507	ENST00000477348	0.01160	97	ENSMUSG00000005917	0.72380
ENSG00000115507	ENST00000405984	0.01160	97	ENSMUSG00000005917	0.72380
ENSG00000115507	ENST00000476383	0.01160	97	ENSMUSG00000005917	0.72380
ENSG00000164330	ENST00000519890	0.00000	100	ENSMUSG00000057098	0.30160
ENSG00000164330	ENST00000519739	0.00000	100	ENSMUSG00000057098	0.30160
ENSG00000164330	ENST00000518836	0.00000	100	ENSMUSG00000057098	0.30160
ENSG00000164330	ENST00000313708	0.00000	100	ENSMUSG00000057098	0.30160
ENSG00000164330	ENST00000518323	0.00000	100	ENSMUSG00000057098	0.30160
ENSG00000164330	ENST00000380654	0.00000	100	ENSMUSG00000057098	0.30160
ENSG00000164330	ENST00000517373	0.00000	100	ENSMUSG00000057098	0.30160
ENSG00000164330	ENST00000522192	0.00000	100	ENSMUSG00000057098	0.30160
ENSG00000164330	ENST00000523464	0.00000	100	ENSMUSG00000057098	0.30160
ENSG00000164330	ENST00000523315	0.00000	100	ENSMUSG00000057098	0.30160
ENSG00000164330	ENST00000622875	0.00000	100	ENSMUSG00000057098	0.30160
ENSG00000173039	ENST00000406246	0.05400	89	ENSMUSG00000024927	0.46870
ENSG00000173039	ENST00000525693	0.05400	89	ENSMUSG00000024927	0.46870
ENSG00000173039	ENST00000526283	0.05400	89	ENSMUSG00000024927	0.46870
ENSG00000173039	ENST00000308639	0.05400	89	ENSMUSG00000024927	0.46870
ENSG00000173039	ENST00000531484	0.05400	89	ENSMUSG00000024927	0.46870
ENSG00000173039	ENST00000532999	0.05400	89	ENSMUSG00000024927	0.46870
ENSG00000173039	ENST00000526257	0.05400	89	ENSMUSG00000024927	0.46870
ENSG00000173039	ENST00000529389	0.05400	89	ENSMUSG00000024927	0.46870
ENSG00000173039	ENST00000525658	0.05400	89	ENSMUSG00000024927	0.46870
ENSG00000173039	ENST00000533546	0.05400	89	ENSMUSG00000024927	0.46870
ENSG00000173039	ENST00000526738	0.05400	89	ENSMUSG00000024927	0.46870
ENSG00000173039	ENST00000527909	0.05400	89	ENSMUSG00000024927	0.46870
ENSG00000173039	ENST00000534558	0.05400	89	ENSMUSG00000024927	0.46870
ENSG00000173039	ENST00000527749	0.05400	89	ENSMUSG00000024927	0.46870
ENSG00000173039	ENST00000529330	0.05400	89	ENSMUSG00000024927	0.46870
ENSG00000173039	ENST00000532879	0.05400	89	ENSMUSG00000024927	0.46870
ENSG00000173039	ENST00000531238	0.05400	89	ENSMUSG00000024927	0.46870
ENSG00000173039	ENST00000527074	0.05400	89	ENSMUSG00000024927	0.46870
ENSG00000173039	ENST00000525301	0.05400	89	ENSMUSG00000024927	0.46870
ENSG00000173039	ENST00000533187	0.05400	89	ENSMUSG00000024927	0.46870
ENSG00000173039	ENST00000527874	0.05400	89	ENSMUSG00000024927	0.46870
ENSG00000173039	ENST00000525858	0.05400	89	ENSMUSG00000024927	0.46870
ENSG00000173039	ENST00000534305	0.05400	89	ENSMUSG00000024927	0.46870
ENSG00000173039	ENST00000532776	0.05400	89	ENSMUSG00000024927	0.46870
ENSG00000173039	ENST00000534283	0.05400	89	ENSMUSG00000024927	0.46870
ENSG00000173039	ENST00000612991	0.05400	89	ENSMUSG00000024927	0.46870
ENSG00000173039	ENST00000615805	0.05400	89	ENSMUSG00000024927	0.46870
ENSG00000170162	ENST00000352536	0.08440	85	ENSMUSG00000049641	0.82130
ENSG00000170162	ENST00000326274	0.08440	85	ENSMUSG00000049641	0.82130
ENSG00000212993	ENST00000465342	0.09130	81	ENSMUSG00000024406	0.70350
ENSG00000141527	ENST00000576785	0.12670	77	ENSMUSG00000013483	1.35520
ENSG00000141527	ENST00000573489	0.12670	77	ENSMUSG00000013483	1.35520
ENSG00000141527	ENST00000573882	0.12670	77	ENSMUSG00000013483	1.35520
ENSG00000141527	ENST00000575465	0.12670	77	ENSMUSG00000013483	1.35520
ENSG00000141527	ENST00000575500	0.12670	77	ENSMUSG00000013483	1.35520
ENSG00000141527	ENST00000571427	0.12670	77	ENSMUSG00000013483	1.35520
ENSG00000141527	ENST00000570421	0.12670	77	ENSMUSG00000013483	1.35520
ENSG00000141527	ENST00000572838	0.12670	77	ENSMUSG00000013483	1.35520
ENSG00000141527	ENST00000571450	0.12670	77	ENSMUSG00000013483	1.35520
ENSG00000141527	ENST00000573754	0.12670	77	ENSMUSG00000013483	1.35520
ENSG00000141527	ENST00000571861	0.12670	77	ENSMUSG00000013483	1.35520
ENSG00000141527	ENST00000574148	0.12670	77	ENSMUSG00000013483	1.35520
ENSG00000141527	ENST00000575666	0.12670	77	ENSMUSG00000013483	1.35520
ENSG00000141527	ENST00000344227	0.12670	77	ENSMUSG00000013483	1.35520
ENSG00000142556	ENST00000356322				
ENSG00000142556	ENST00000270649				
ENSG00000142556	ENST00000595189				
ENSG00000142556	ENST00000597952				
ENSG00000010030	ENST00000340181				
ENSG00000010030	ENST00000373737				
ENSG00000010030	ENST00000538992				
ENSG00000010030	ENST00000615781				
ENSG00000010030	ENST00000620358				
ENSG00000010030	ENST00000373738				
ENSG00000010030	ENST00000339796				
ENSG00000107859	ENST00000370002	0.00710	98	ENSMUSG00000025229	0.95920
ENSG00000107859	ENST00000539804	0.00710	98	ENSMUSG00000025229	0.95920
ENSG00000132773	ENST00000372090	0.10390	82	ENSMUSG00000028688	0.43110
ENSG00000132773	ENST00000477731	0.10390	82	ENSMUSG00000028688	0.43110
ENSG00000132773	ENST00000471337	0.10390	82	ENSMUSG00000028688	0.43110
ENSG00000132773	ENST00000495703	0.10390	82	ENSMUSG00000028688	0.43110
ENSG00000132773	ENST00000460057	0.10390	82	ENSMUSG00000028688	0.43110
ENSG00000163516	ENST00000323348	0.12970	78	ENSMUSG00000026199	0.36460
ENSG00000163516	ENST00000464763	0.12970	78	ENSMUSG00000026199	0.36460
ENSG00000163516	ENST00000453432	0.12970	78	ENSMUSG00000026199	0.36460
ENSG00000163516	ENST00000409849	0.12970	78	ENSMUSG00000026199	0.36460
ENSG00000163516	ENST00000475202	0.12970	78	ENSMUSG00000026199	0.36460
ENSG00000163516	ENST00000474225	0.12970	78	ENSMUSG00000026199	0.36460
ENSG00000163516	ENST00000467884	0.12970	78	ENSMUSG00000026199	0.36460
ENSG00000163516	ENST00000461731	0.12970	78	ENSMUSG00000026199	0.36460
ENSG00000163516	ENST00000477479	0.12970	78	ENSMUSG00000026199	0.36460
ENSG00000163516	ENST00000496346	0.12970	78	ENSMUSG00000026199	0.36460
ENSG00000163516	ENST00000435521	0.12970	78	ENSMUSG00000026199	0.36460
ENSG00000163516	ENST00000463792	0.12970	78	ENSMUSG00000026199	0.36460
ENSG00000163516	ENST00000486203	0.12970	78	ENSMUSG00000026199	0.36460
ENSG00000163516	ENST00000416565	0.12970	78	ENSMUSG00000026199	0.36460
ENSG00000163516	ENST00000410034	0.12970	78	ENSMUSG00000026199	0.36460
ENSG00000163516	ENST00000447157	0.12970	78	ENSMUSG00000026199	0.36460
ENSG00000163516	ENST00000436226	0.12970	78	ENSMUSG00000026199	0.36460
ENSG00000163516	ENST00000491181	0.12970	78	ENSMUSG00000026199	0.36460
ENSG00000163516	ENST00000465550	0.12970	78	ENSMUSG00000026199	0.36460
ENSG00000163516	ENST00000489580	0.12970	78	ENSMUSG00000026199	0.36460
ENSG00000163516	ENST00000493563	0.12970	78	ENSMUSG00000026199	0.36460
ENSG00000163516	ENST00000490526	0.12970	78	ENSMUSG00000026199	0.36460
ENSG00000163516	ENST00000494886	0.12970	78	ENSMUSG00000026199	0.36460
ENSG00000163516	ENST00000468387	0.12970	78	ENSMUSG00000026199	0.36460
ENSG00000163516	ENST00000483188	0.12970	78	ENSMUSG00000026199	0.36460
ENSG00000163516	ENST00000460966	0.12970	78	ENSMUSG00000026199	0.36460
ENSG00000185947	ENST00000300870				
ENSG00000185947	ENST00000394846				
ENSG00000185947	ENST00000566541				
ENSG00000185947	ENST00000561814				
ENSG00000185947	ENST00000562971				
ENSG00000185947	ENST00000575471				
ENSG00000065675	ENST00000263125	0.02640	95	ENSMUSG00000026778	0.73010
ENSG00000065675	ENST00000539722	0.02640	95	ENSMUSG00000026778	0.73010
ENSG00000065675	ENST00000397176	0.02640	95	ENSMUSG00000026778	0.73010
ENSG00000065675	ENST00000610727	0.02640	95	ENSMUSG00000026778	0.73010
ENSG00000185386	ENST00000330651	0.01180	97	ENSMUSG00000053137	0.94750
ENSG00000185386	ENST00000395764	0.01180	97	ENSMUSG00000053137	0.94750
ENSG00000185386	ENST00000417877	0.01180	97	ENSMUSG00000053137	0.94750
ENSG00000185386	ENST00000495277	0.01180	97	ENSMUSG00000053137	0.94750
ENSG00000151623	ENST00000344721	0.04400	91	ENSMUSG00000031618	0.54180
ENSG00000151623	ENST00000358102	0.04400	91	ENSMUSG00000031618	0.54180
ENSG00000151623	ENST00000512865	0.04400	91	ENSMUSG00000031618	0.54180
ENSG00000151623	ENST00000342437	0.04400	91	ENSMUSG00000031618	0.54180
ENSG00000151623	ENST00000511528	0.04400	91	ENSMUSG00000031618	0.54180
ENSG00000151623	ENST00000503313	0.04400	91	ENSMUSG00000031618	0.54180
ENSG00000151623	ENST00000503174	0.04400	91	ENSMUSG00000031618	0.54180
ENSG00000151623	ENST00000504753	0.04400	91	ENSMUSG00000031618	0.54180
ENSG00000175197	ENST00000547303	0.05540	78	ENSMUSG00000025408	0.42900
ENSG00000175197	ENST00000551116	0.05540	78	ENSMUSG00000025408	0.42900
ENSG00000175197	ENST00000623876	0.05540	78	ENSMUSG00000025408	0.42900
ENSG00000175197	ENST00000346473	0.05540	78	ENSMUSG00000025408	0.42900
ENSG00000175197	ENST00000552740	0.05540	78	ENSMUSG00000025408	0.42900
ENSG00000175197	ENST00000547526	0.05540	78	ENSMUSG00000025408	0.42900
ENSG00000175197	ENST00000618206	0.05540	78	ENSMUSG00000025408	0.42900
ENSG00000169635	ENST00000407464	0.06250	87	ENSMUSG00000050240	0.83720
ENSG00000169635	ENST00000407598	0.06250	87	ENSMUSG00000050240	0.83720
ENSG00000169635	ENST00000443632	0.06250	87	ENSMUSG00000050240	0.83720
ENSG00000168724	ENST00000342382	0.08010	78	ENSMUSG00000044224	0.50240
ENSG00000168724	ENST00000382021	0.08010	78	ENSMUSG00000044224	0.50240
ENSG00000168724	ENST00000514237	0.08010	78	ENSMUSG00000044224	0.50240
ENSG00000168724	ENST00000512136	0.08010	78	ENSMUSG00000044224	0.50240
ENSG00000168724	ENST00000506762	0.08010	78	ENSMUSG00000044224	0.50240
ENSG00000168724	ENST00000509626	0.08010	78	ENSMUSG00000044224	0.50240
ENSG00000272602	ENST00000610261	0.33040	45	ENSMUSG00000097333	1.15610
ENSG00000272602	ENST00000610261	0.28850	48	ENSMUSG00000100235	1.10870
ENSG00000272602	ENST00000608255	0.33040	45	ENSMUSG00000097333	1.15610
ENSG00000272602	ENST00000608255	0.28850	48	ENSMUSG00000100235	1.10870
ENSG00000272602	ENST00000609518	0.33040	45	ENSMUSG00000097333	1.15610
ENSG00000272602	ENST00000609518	0.28850	48	ENSMUSG00000100235	1.10870
ENSG00000272602	ENST00000509152	0.33040	45	ENSMUSG00000097333	1.15610
ENSG00000272602	ENST00000509152	0.28850	48	ENSMUSG00000100235	1.10870
ENSG00000272602	ENST00000502981	0.33040	45	ENSMUSG00000097333	1.15610
ENSG00000272602	ENST00000502981	0.28850	48	ENSMUSG00000100235	1.10870
ENSG00000221886	ENST00000408953	0.64540	34	ENSMUSG00000034173	67.67130
ENSG00000221886	ENST00000523213	0.64540	34	ENSMUSG00000034173	67.67130
ENSG00000258405	ENST00000421239	0.49740	42	ENSMUSG00000067919	1.65510
ENSG00000258405	ENST00000421239	0.51720	42	ENSMUSG00000062518	1.70770
ENSG00000258405	ENST00000421239	0.52270	40	ENSMUSG00000066009	1.81130
ENSG00000258405	ENST00000421239	0.61190	36	ENSMUSG00000067931	1.39530
ENSG00000258405	ENST00000421239	0.51510	40	ENSMUSG00000096433	2.07980
ENSG00000258405	ENST00000421239	0.50230	43	ENSMUSG00000062743	1.40980
ENSG00000258405	ENST00000421239	0.51200	42	ENSMUSG00000058186	1.65110
ENSG00000258405	ENST00000421239	0.55410	38	ENSMUSG00000057409	1.40980
ENSG00000258405	ENST00000421239	0.51130	42	ENSMUSG00000067928	1.37810
ENSG00000258405	ENST00000421239	0.61180	34	ENSMUSG00000023882	1.26510
ENSG00000258405	ENST00000421239	0.53040	42	ENSMUSG00000086147	1.67800
ENSG00000258405	ENST00000421239	0.52750	41	ENSMUSG00000061544	1.55810
ENSG00000258405	ENST00000421239	0.57000	40	ENSMUSG00000002617	1.66910
ENSG00000258405	ENST00000421239	0.58640	37	ENSMUSG00000051341	1.26380
ENSG00000258405	ENST00000421239	0.53920	39	ENSMUSG00000078498	1.67050
ENSG00000258405	ENST00000421239	0.52810	39	ENSMUSG00000059142	1.75180
ENSG00000258405	ENST00000594118	0.49740	42	ENSMUSG00000067919	1.65510
ENSG00000258405	ENST00000594118	0.51720	42	ENSMUSG00000062518	1.70770
ENSG00000258405	ENST00000594118	0.52270	40	ENSMUSG00000066009	1.81130
ENSG00000258405	ENST00000594118	0.61190	36	ENSMUSG00000067931	1.39530
ENSG00000258405	ENST00000594118	0.51510	40	ENSMUSG00000096433	2.07980
ENSG00000258405	ENST00000594118	0.50230	43	ENSMUSG00000062743	1.40980
ENSG00000258405	ENST00000594118	0.51200	42	ENSMUSG00000058186	1.65110
ENSG00000258405	ENST00000594118	0.55410	38	ENSMUSG00000057409	1.40980
ENSG00000258405	ENST00000594118	0.51130	42	ENSMUSG00000067928	1.37810
ENSG00000258405	ENST00000594118	0.61180	34	ENSMUSG00000023882	1.26510
ENSG00000258405	ENST00000594118	0.53040	42	ENSMUSG00000086147	1.67800
ENSG00000258405	ENST00000594118	0.52750	41	ENSMUSG00000061544	1.55810
ENSG00000258405	ENST00000594118	0.57000	40	ENSMUSG00000002617	1.66910
ENSG00000258405	ENST00000594118	0.58640	37	ENSMUSG00000051341	1.26380
ENSG00000258405	ENST00000594118	0.53920	39	ENSMUSG00000078498	1.67050
ENSG00000258405	ENST00000594118	0.52810	39	ENSMUSG00000059142	1.75180
ENSG00000258405	ENST00000596382	0.49740	42	ENSMUSG00000067919	1.65510
ENSG00000258405	ENST00000596382	0.51720	42	ENSMUSG00000062518	1.70770
ENSG00000258405	ENST00000596382	0.52270	40	ENSMUSG00000066009	1.81130
ENSG00000258405	ENST00000596382	0.61190	36	ENSMUSG00000067931	1.39530
ENSG00000258405	ENST00000596382	0.51510	40	ENSMUSG00000096433	2.07980
ENSG00000258405	ENST00000596382	0.50230	43	ENSMUSG00000062743	1.40980
ENSG00000258405	ENST00000596382	0.51200	42	ENSMUSG00000058186	1.65110
ENSG00000258405	ENST00000596382	0.55410	38	ENSMUSG00000057409	1.40980
ENSG00000258405	ENST00000596382	0.51130	42	ENSMUSG00000067928	1.37810
ENSG00000258405	ENST00000596382	0.61180	34	ENSMUSG00000023882	1.26510
ENSG00000258405	ENST00000596382	0.53040	42	ENSMUSG00000086147	1.67800
ENSG00000258405	ENST00000596382	0.52750	41	ENSMUSG00000061544	1.55810
ENSG00000258405	ENST00000596382	0.57000	40	ENSMUSG00000002617	1.66910
ENSG00000258405	ENST00000596382	0.58640	37	ENSMUSG00000051341	1.26380
ENSG00000258405	ENST00000596382	0.53920	39	ENSMUSG00000078498	1.67050
ENSG00000258405	ENST00000596382	0.52810	39	ENSMUSG00000059142	1.75180
ENSG00000258405	ENST00000602221	0.49740	42	ENSMUSG00000067919	1.65510
ENSG00000258405	ENST00000602221	0.51720	42	ENSMUSG00000062518	1.70770
ENSG00000258405	ENST00000602221	0.52270	40	ENSMUSG00000066009	1.81130
ENSG00000258405	ENST00000602221	0.61190	36	ENSMUSG00000067931	1.39530
ENSG00000258405	ENST00000602221	0.51510	40	ENSMUSG00000096433	2.07980
ENSG00000258405	ENST00000602221	0.50230	43	ENSMUSG00000062743	1.40980
ENSG00000258405	ENST00000602221	0.51200	42	ENSMUSG00000058186	1.65110
ENSG00000258405	ENST00000602221	0.55410	38	ENSMUSG00000057409	1.40980
ENSG00000258405	ENST00000602221	0.51130	42	ENSMUSG00000067928	1.37810
ENSG00000258405	ENST00000602221	0.61180	34	ENSMUSG00000023882	1.26510
ENSG00000258405	ENST00000602221	0.53040	42	ENSMUSG00000086147	1.67800
ENSG00000258405	ENST00000602221	0.52750	41	ENSMUSG00000061544	1.55810
ENSG00000258405	ENST00000602221	0.57000	40	ENSMUSG00000002617	1.66910
ENSG00000258405	ENST00000602221	0.58640	37	ENSMUSG00000051341	1.26380
ENSG00000258405	ENST00000602221	0.53920	39	ENSMUSG00000078498	1.67050
ENSG00000258405	ENST00000602221	0.52810	39	ENSMUSG00000059142	1.75180
ENSG00000258405	ENST00000596674	0.49740	42	ENSMUSG00000067919	1.65510
