Ensembl Gene ID	Ensembl Transcript ID	dN	dS	Chromosome Name	Chimpanzee Ensembl Gene ID	% Identity with respect to query gene
ENSG00000182944	ENST00000436425	0.00080	0.01320	22	ENSPTRG00000014218	99
ENSG00000182944	ENST00000447973	0.00080	0.01320	22	ENSPTRG00000014218	99
ENSG00000182944	ENST00000485037	0.00080	0.01320	22	ENSPTRG00000014218	99
ENSG00000182944	ENST00000406548	0.00080	0.01320	22	ENSPTRG00000014218	99
ENSG00000182944	ENST00000437155	0.00080	0.01320	22	ENSPTRG00000014218	99
ENSG00000182944	ENST00000415761	0.00080	0.01320	22	ENSPTRG00000014218	99
ENSG00000182944	ENST00000331029	0.00080	0.01320	22	ENSPTRG00000014218	99
ENSG00000182944	ENST00000483415	0.00080	0.01320	22	ENSPTRG00000014218	99
ENSG00000182944	ENST00000414183	0.00080	0.01320	22	ENSPTRG00000014218	99
ENSG00000182944	ENST00000333395	0.00080	0.01320	22	ENSPTRG00000014218	99
ENSG00000182944	ENST00000455726	0.00080	0.01320	22	ENSPTRG00000014218	99
ENSG00000182944	ENST00000332035	0.00080	0.01320	22	ENSPTRG00000014218	99
ENSG00000182944	ENST00000493426	0.00080	0.01320	22	ENSPTRG00000014218	99
ENSG00000182944	ENST00000479135	0.00080	0.01320	22	ENSPTRG00000014218	99
ENSG00000182944	ENST00000469669	0.00080	0.01320	22	ENSPTRG00000014218	99
ENSG00000182944	ENST00000483629	0.00080	0.01320	22	ENSPTRG00000014218	99
ENSG00000182944	ENST00000360091	0.00080	0.01320	22	ENSPTRG00000014218	99
ENSG00000182944	ENST00000610553	0.00080	0.01320	22	ENSPTRG00000014218	99
ENSG00000182944	ENST00000332050	0.00080	0.01320	22	ENSPTRG00000014218	99
ENSG00000080561	ENST00000451923	0.00000	0.00720	X	ENSPTRG00000023571	100
ENSG00000080561	ENST00000262843	0.00000	0.00720	X	ENSPTRG00000023571	100
ENSG00000080561	ENST00000443968	0.00000	0.00720	X	ENSPTRG00000023571	100
ENSG00000080561	ENST00000474517	0.00000	0.00720	X	ENSPTRG00000023571	100
ENSG00000118263	ENST00000309446	0.00000	0.00350	2	ENSPTRG00000012850	100
ENSG00000118263	ENST00000421199	0.00000	0.00350	2	ENSPTRG00000012850	100
ENSG00000118263	ENST00000423015	0.00000	0.00350	2	ENSPTRG00000012850	100
ENSG00000118263	ENST00000467833	0.00000	0.00350	2	ENSPTRG00000012850	100
ENSG00000118263	ENST00000458272	0.00000	0.00350	2	ENSPTRG00000012850	100
ENSG00000118263	ENST00000435602	0.00000	0.00350	2	ENSPTRG00000012850	100
ENSG00000118263	ENST00000426163	0.00000	0.00350	2	ENSPTRG00000012850	100
ENSG00000118263	ENST00000457962	0.00000	0.00350	2	ENSPTRG00000012850	100
ENSG00000118263	ENST00000451244	0.00000	0.00350	2	ENSPTRG00000012850	100
ENSG00000118263	ENST00000412414	0.00000	0.00350	2	ENSPTRG00000012850	100
ENSG00000080986	ENST00000261597	0.00160	0.00450	18	ENSPTRG00000009829	100
ENSG00000080986	ENST00000575515	0.00160	0.00450	18	ENSPTRG00000009829	100
ENSG00000080986	ENST00000576274	0.00160	0.00450	18	ENSPTRG00000009829	100
ENSG00000080986	ENST00000574567	0.00160	0.00450	18	ENSPTRG00000009829	100
ENSG00000080986	ENST00000574096	0.00160	0.00450	18	ENSPTRG00000009829	100
ENSG00000010671	ENST00000308731	0.00070	0.01020	X	ENSPTRG00000022104	95
ENSG00000010671	ENST00000470069	0.00070	0.01020	X	ENSPTRG00000022104	95
ENSG00000010671	ENST00000488970	0.00070	0.01020	X	ENSPTRG00000022104	95
ENSG00000010671	ENST00000478995	0.00070	0.01020	X	ENSPTRG00000022104	95
ENSG00000010671	ENST00000470329	0.00070	0.01020	X	ENSPTRG00000022104	95
ENSG00000010671	ENST00000464006	0.00070	0.01020	X	ENSPTRG00000022104	95
ENSG00000010671	ENST00000464567	0.00070	0.01020	X	ENSPTRG00000022104	95
ENSG00000010671	ENST00000621635	0.00070	0.01020	X	ENSPTRG00000022104	95
ENSG00000010671	ENST00000372880	0.00070	0.01020	X	ENSPTRG00000022104	95
ENSG00000010671	ENST00000618050	0.00070	0.01020	X	ENSPTRG00000022104	95
ENSG00000158055	ENST00000361548	0.03720	0.08590	1	ENSPTRG00000000344	91
ENSG00000158055	ENST00000350501	0.03720	0.08590	1	ENSPTRG00000000344	91
ENSG00000158055	ENST00000530984	0.03720	0.08590	1	ENSPTRG00000000344	91
ENSG00000158055	ENST00000356046	0.03720	0.08590	1	ENSPTRG00000000344	91
ENSG00000158055	ENST00000524724	0.03720	0.08590	1	ENSPTRG00000000344	91
ENSG00000158055	ENST00000528064	0.03720	0.08590	1	ENSPTRG00000000344	91
ENSG00000158055	ENST00000236255	0.03720	0.08590	1	ENSPTRG00000000344	91
ENSG00000158055	ENST00000528181	0.03720	0.08590	1	ENSPTRG00000000344	91
ENSG00000158055	ENST00000461318	0.03720	0.08590	1	ENSPTRG00000000344	91
ENSG00000184659	ENST00000377413	0.06700	0.14270	9	ENSPTRG00000029251	89
ENSG00000103037	ENST00000310682	0.00520	0.01700	16	ENSPTRG00000008182	94
ENSG00000103037	ENST00000394266	0.00520	0.01700	16	ENSPTRG00000008182	94
ENSG00000103037	ENST00000219315	0.00520	0.01700	16	ENSPTRG00000008182	94
ENSG00000103037	ENST00000427443	0.00520	0.01700	16	ENSPTRG00000008182	94
ENSG00000103037	ENST00000470003	0.00520	0.01700	16	ENSPTRG00000008182	94
ENSG00000103037	ENST00000492050	0.00520	0.01700	16	ENSPTRG00000008182	94
ENSG00000103037	ENST00000447443	0.00520	0.01700	16	ENSPTRG00000008182	94
ENSG00000103037	ENST00000468223	0.00520	0.01700	16	ENSPTRG00000008182	94
ENSG00000103037	ENST00000418480	0.00520	0.01700	16	ENSPTRG00000008182	94
ENSG00000103037	ENST00000422445	0.00520	0.01700	16	ENSPTRG00000008182	94
ENSG00000103037	ENST00000467320	0.00520	0.01700	16	ENSPTRG00000008182	94
ENSG00000103037	ENST00000463954	0.00520	0.01700	16	ENSPTRG00000008182	94
ENSG00000103037	ENST00000491587	0.00520	0.01700	16	ENSPTRG00000008182	94
ENSG00000138385	ENST00000422006	0.00000	0.00540	2	ENSPTRG00000012620	100
ENSG00000138385	ENST00000260956	0.00000	0.00540	2	ENSPTRG00000012620	100
ENSG00000138385	ENST00000413002	0.00000	0.00540	2	ENSPTRG00000012620	100
ENSG00000138385	ENST00000417292	0.00000	0.00540	2	ENSPTRG00000012620	100
ENSG00000138385	ENST00000461708	0.00000	0.00540	2	ENSPTRG00000012620	100
ENSG00000138385	ENST00000409333	0.00000	0.00540	2	ENSPTRG00000012620	100
ENSG00000138385	ENST00000468600	0.00000	0.00540	2	ENSPTRG00000012620	100
ENSG00000138385	ENST00000474273	0.00000	0.00540	2	ENSPTRG00000012620	100
ENSG00000138385	ENST00000465871	0.00000	0.00540	2	ENSPTRG00000012620	100
ENSG00000138385	ENST00000470621	0.00000	0.00540	2	ENSPTRG00000012620	100
ENSG00000138385	ENST00000490914	0.00000	0.00540	2	ENSPTRG00000012620	100
ENSG00000138385	ENST00000494051	0.00000	0.00540	2	ENSPTRG00000012620	100
ENSG00000165655	ENST00000372524	0.00920	0.04390	10	ENSPTRG00000029870	98
ENSG00000165655	ENST00000535216	0.00920	0.04390	10	ENSPTRG00000029870	98
ENSG00000172175	ENST00000348428	0.00220	0.00490	18	ENSPTRG00000010053	100
ENSG00000172175	ENST00000345724	0.00220	0.00490	18	ENSPTRG00000010053	100
ENSG00000172175	ENST00000591792	0.00220	0.00490	18	ENSPTRG00000010053	100
ENSG00000172175	ENST00000589873	0.00220	0.00490	18	ENSPTRG00000010053	100
ENSG00000172175	ENST00000587438	0.00220	0.00490	18	ENSPTRG00000010053	100
ENSG00000133740	ENST00000418930	0.00000	0.00510	8	ENSPTRG00000020384	100
ENSG00000133740	ENST00000416274	0.00000	0.00510	8	ENSPTRG00000020384	100
ENSG00000133740	ENST00000256117	0.00000	0.00510	8	ENSPTRG00000020384	100
ENSG00000133740	ENST00000517476	0.00000	0.00510	8	ENSPTRG00000020384	100
ENSG00000133740	ENST00000521429	0.00000	0.00510	8	ENSPTRG00000020384	100
ENSG00000133740	ENST00000521234	0.00000	0.00510	8	ENSPTRG00000020384	100
ENSG00000133740	ENST00000518234	0.00000	0.00510	8	ENSPTRG00000020384	100
ENSG00000133740	ENST00000520225	0.00000	0.00510	8	ENSPTRG00000020384	100
ENSG00000183734	ENST00000331289	0.16920	0.47970	11	ENSPTRG00000003174	62
ENSG00000123095	ENST00000242728	0.00000	0.01140	12	ENSPTRG00000004779	100
ENSG00000123095	ENST00000394326	0.00000	0.01140	12	ENSPTRG00000004779	100
ENSG00000123095	ENST00000541271	0.00000	0.01140	12	ENSPTRG00000004779	100
ENSG00000006047	ENST00000007699	0.00550	0.01160	17	ENSPTRG00000008673	99
ENSG00000006047	ENST00000571834	0.00550	0.01160	17	ENSPTRG00000008673	99
ENSG00000006047	ENST00000571485	0.00550	0.01160	17	ENSPTRG00000008673	99
ENSG00000006047	ENST00000571464	0.00550	0.01160	17	ENSPTRG00000008673	99
ENSG00000006047	ENST00000570720	0.00550	0.01160	17	ENSPTRG00000008673	99
ENSG00000006047	ENST00000570627	0.00550	0.01160	17	ENSPTRG00000008673	99
ENSG00000006047	ENST00000571127	0.00550	0.01160	17	ENSPTRG00000008673	99
ENSG00000183072	ENST00000329198	0.00130	0.02930	5	ENSPTRG00000017542	100
ENSG00000183072	ENST00000424406	0.00130	0.02930	5	ENSPTRG00000017542	100
ENSG00000183072	ENST00000521848	0.00130	0.02930	5	ENSPTRG00000017542	100
ENSG00000183072	ENST00000517440	0.00130	0.02930	5	ENSPTRG00000017542	100
ENSG00000105866	ENST00000222584	0.00000	0.00420	7	ENSPTRG00000018970	100
ENSG00000105866	ENST00000432066	0.00000	0.00420	7	ENSPTRG00000018970	100
ENSG00000105866	ENST00000448246	0.00000	0.00420	7	ENSPTRG00000018970	100
ENSG00000105866	ENST00000440636	0.00000	0.00420	7	ENSPTRG00000018970	100
ENSG00000181163	ENST00000517671	0.00000	0.01050	5	ENSPTRG00000034281	100
ENSG00000181163	ENST00000296930	0.00000	0.01050	5	ENSPTRG00000034281	100
ENSG00000181163	ENST00000521672	0.00000	0.01050	5	ENSPTRG00000034281	100
ENSG00000181163	ENST00000351986	0.00000	0.01050	5	ENSPTRG00000034281	100
ENSG00000181163	ENST00000393820	0.00000	0.01050	5	ENSPTRG00000034281	100
ENSG00000181163	ENST00000523339	0.00000	0.01050	5	ENSPTRG00000034281	100
ENSG00000181163	ENST00000523622	0.00000	0.01050	5	ENSPTRG00000034281	100
ENSG00000181163	ENST00000518587	0.00000	0.01050	5	ENSPTRG00000034281	100
ENSG00000181163	ENST00000521260	0.00000	0.01050	5	ENSPTRG00000034281	100
ENSG00000181163	ENST00000521710	0.00000	0.01050	5	ENSPTRG00000034281	100
ENSG00000181163	ENST00000519955	0.00000	0.01050	5	ENSPTRG00000034281	100
ENSG00000181163	ENST00000524204	0.00000	0.01050	5	ENSPTRG00000034281	100
ENSG00000104907	ENST00000221504	0.00210	0.01610	19	ENSPTRG00000010557	100
ENSG00000104907	ENST00000593157	0.00210	0.01610	19	ENSPTRG00000010557	100
ENSG00000104907	ENST00000592062	0.00210	0.01610	19	ENSPTRG00000010557	100
ENSG00000104907	ENST00000588511	0.00210	0.01610	19	ENSPTRG00000010557	100
ENSG00000104907	ENST00000585435	0.00210	0.01610	19	ENSPTRG00000010557	100
ENSG00000104907	ENST00000586830	0.00210	0.01610	19	ENSPTRG00000010557	100
ENSG00000104907	ENST00000587487	0.00210	0.01610	19	ENSPTRG00000010557	100
ENSG00000104907	ENST00000592814	0.00210	0.01610	19	ENSPTRG00000010557	100
ENSG00000104907	ENST00000587633	0.00210	0.01610	19	ENSPTRG00000010557	100
ENSG00000104907	ENST00000593257	0.00210	0.01610	19	ENSPTRG00000010557	100
ENSG00000104907	ENST00000591717	0.00210	0.01610	19	ENSPTRG00000010557	100
ENSG00000104907	ENST00000588813	0.00210	0.01610	19	ENSPTRG00000010557	100
ENSG00000104907	ENST00000591425	0.00210	0.01610	19	ENSPTRG00000010557	100
ENSG00000104907	ENST00000592729	0.00210	0.01610	19	ENSPTRG00000010557	100
ENSG00000104907	ENST00000588746	0.00210	0.01610	19	ENSPTRG00000010557	100
ENSG00000104907	ENST00000586224	0.00210	0.01610	19	ENSPTRG00000010557	100
ENSG00000104907	ENST00000592892	0.00210	0.01610	19	ENSPTRG00000010557	100
ENSG00000104907	ENST00000585622	0.00210	0.01610	19	ENSPTRG00000010557	100
ENSG00000104907	ENST00000590812	0.00210	0.01610	19	ENSPTRG00000010557	100
ENSG00000104907	ENST00000588229	0.00210	0.01610	19	ENSPTRG00000010557	100
ENSG00000104907	ENST00000592606	0.00210	0.01610	19	ENSPTRG00000010557	100
ENSG00000104907	ENST00000437766	0.00210	0.01610	19	ENSPTRG00000010557	100
ENSG00000104907	ENST00000357720	0.00210	0.01610	19	ENSPTRG00000010557	100
ENSG00000165643	ENST00000298466	0.00810	0.02110	9	ENSPTRG00000021540	98
ENSG00000165643	ENST00000425225	0.00810	0.02110	9	ENSPTRG00000021540	98
ENSG00000197360	ENST00000357774			19		
ENSG00000197360	ENST00000593657			19		
ENSG00000197360	ENST00000601553			19		
ENSG00000197360	ENST00000593802			19		
ENSG00000197360	ENST00000599879			19		
ENSG00000142405	ENST00000324134	0.00620	0.01710	19	ENSPTRG00000011432	98
ENSG00000142405	ENST00000391775	0.00620	0.01710	19	ENSPTRG00000011432	98
ENSG00000142405	ENST00000492915	0.00620	0.01710	19	ENSPTRG00000011432	98
ENSG00000142405	ENST00000391773	0.00620	0.01710	19	ENSPTRG00000011432	98
ENSG00000142405	ENST00000345770	0.00620	0.01710	19	ENSPTRG00000011432	98
ENSG00000142405	ENST00000391772	0.00620	0.01710	19	ENSPTRG00000011432	98
ENSG00000043355	ENST00000376335	0.00070	0.02610	13	ENSPTRG00000006000	100
ENSG00000043355	ENST00000490085	0.00070	0.02610	13	ENSPTRG00000006000	100
ENSG00000043355	ENST00000468291	0.00070	0.02610	13	ENSPTRG00000006000	100
ENSG00000043355	ENST00000477213	0.00070	0.02610	13	ENSPTRG00000006000	100
ENSG00000043355	ENST00000481565	0.00070	0.02610	13	ENSPTRG00000006000	100
ENSG00000043355	ENST00000620342	0.00070	0.02610	13	ENSPTRG00000006000	100
ENSG00000117000	ENST00000372771	0.00100	0.01170	1	ENSPTRG00000000585	100
ENSG00000107807	ENST00000370196	0.00330	0.04060	10	ENSPTRG00000002867	77
ENSG00000107807	ENST00000467928	0.00330	0.04060	10	ENSPTRG00000002867	77
ENSG00000107807	ENST00000463716	0.00330	0.04060	10	ENSPTRG00000002867	77
ENSG00000107807	ENST00000533319	0.00330	0.04060	10	ENSPTRG00000002867	77
ENSG00000107807	ENST00000525019	0.00330	0.04060	10	ENSPTRG00000002867	77
ENSG00000134595	ENST00000370536			X		
ENSG00000168505	ENST00000306318	0.00120	0.00570	2	ENSPTRG00000013068	100
ENSG00000168505	ENST00000551105	0.00120	0.00570	2	ENSPTRG00000013068	100
ENSG00000168505	ENST00000465889	0.00120	0.00570	2	ENSPTRG00000013068	100
ENSG00000008441	ENST00000397661	0.02720	0.07840	19	ENSPTRG00000010555	91
ENSG00000008441	ENST00000592199	0.02720	0.07840	19	ENSPTRG00000010555	91
ENSG00000008441	ENST00000590027	0.02720	0.07840	19	ENSPTRG00000010555	91
ENSG00000008441	ENST00000585382	0.02720	0.07840	19	ENSPTRG00000010555	91
ENSG00000008441	ENST00000587760	0.02720	0.07840	19	ENSPTRG00000010555	91
ENSG00000008441	ENST00000585575	0.02720	0.07840	19	ENSPTRG00000010555	91
ENSG00000008441	ENST00000360105	0.02720	0.07840	19	ENSPTRG00000010555	91
ENSG00000008441	ENST00000588228	0.02720	0.07840	19	ENSPTRG00000010555	91
ENSG00000008441	ENST00000586797	0.02720	0.07840	19	ENSPTRG00000010555	91
ENSG00000008441	ENST00000591028	0.02720	0.07840	19	ENSPTRG00000010555	91
ENSG00000008441	ENST00000586873	0.02720	0.07840	19	ENSPTRG00000010555	91
ENSG00000008441	ENST00000587260	0.02720	0.07840	19	ENSPTRG00000010555	91
ENSG00000008441	ENST00000588680	0.02720	0.07840	19	ENSPTRG00000010555	91
ENSG00000008441	ENST00000358552	0.02720	0.07840	19	ENSPTRG00000010555	91
ENSG00000179583	ENST00000324288	0.00600	0.02130	16	ENSPTRG00000007761	99
ENSG00000179583	ENST00000381835	0.00600	0.02130	16	ENSPTRG00000007761	99
ENSG00000179583	ENST00000570546	0.00600	0.02130	16	ENSPTRG00000007761	99
ENSG00000179583	ENST00000573309	0.00600	0.02130	16	ENSPTRG00000007761	99
ENSG00000179583	ENST00000571186	0.00600	0.02130	16	ENSPTRG00000007761	99
ENSG00000179583	ENST00000537380	0.00600	0.02130	16	ENSPTRG00000007761	99
ENSG00000179583	ENST00000576601	0.00600	0.02130	16	ENSPTRG00000007761	99
ENSG00000179583	ENST00000571190	0.00600	0.02130	16	ENSPTRG00000007761	99
ENSG00000179583	ENST00000572665	0.00600	0.02130	16	ENSPTRG00000007761	99
ENSG00000179583	ENST00000575513	0.00600	0.02130	16	ENSPTRG00000007761	99
ENSG00000179583	ENST00000571545	0.00600	0.02130	16	ENSPTRG00000007761	99
ENSG00000179583	ENST00000618327	0.00600	0.02130	16	ENSPTRG00000007761	99
ENSG00000179583	ENST00000618207	0.00600	0.02130	16	ENSPTRG00000007761	99
ENSG00000179583	ENST00000611587	0.00600	0.02130	16	ENSPTRG00000007761	99
ENSG00000196628	ENST00000356073	0.00450	0.00610	18	ENSPTRG00000010040	96
ENSG00000196628	ENST00000568673	0.00450	0.00610	18	ENSPTRG00000010040	96
ENSG00000196628	ENST00000457482	0.00450	0.00610	18	ENSPTRG00000010040	96
ENSG00000196628	ENST00000543082	0.00450	0.00610	18	ENSPTRG00000010040	96
ENSG00000196628	ENST00000540999	0.00450	0.00610	18	ENSPTRG00000010040	96
ENSG00000196628	ENST00000537578	0.00450	0.00610	18	ENSPTRG00000010040	96
ENSG00000196628	ENST00000564999	0.00450	0.00610	18	ENSPTRG00000010040	96
ENSG00000196628	ENST00000568740	0.00450	0.00610	18	ENSPTRG00000010040	96
ENSG00000196628	ENST00000562680	0.00450	0.00610	18	ENSPTRG00000010040	96
ENSG00000196628	ENST00000537856	0.00450	0.00610	18	ENSPTRG00000010040	96
ENSG00000196628	ENST00000544241	0.00450	0.00610	18	ENSPTRG00000010040	96
ENSG00000196628	ENST00000561992	0.00450	0.00610	18	ENSPTRG00000010040	96
ENSG00000196628	ENST00000561831	0.00450	0.00610	18	ENSPTRG00000010040	96
ENSG00000196628	ENST00000565018	0.00450	0.00610	18	ENSPTRG00000010040	96
ENSG00000196628	ENST00000570287	0.00450	0.00610	18	ENSPTRG00000010040	96
ENSG00000196628	ENST00000564228	0.00450	0.00610	18	ENSPTRG00000010040	96
ENSG00000196628	ENST00000567880	0.00450	0.00610	18	ENSPTRG00000010040	96
ENSG00000196628	ENST00000566286	0.00450	0.00610	18	ENSPTRG00000010040	96
ENSG00000196628	ENST00000566279	0.00450	0.00610	18	ENSPTRG00000010040	96
ENSG00000196628	ENST00000564403	0.00450	0.00610	18	ENSPTRG00000010040	96
ENSG00000196628	ENST00000398339	0.00450	0.00610	18	ENSPTRG00000010040	96
ENSG00000196628	ENST00000570177	0.00450	0.00610	18	ENSPTRG00000010040	96
ENSG00000196628	ENST00000563760	0.00450	0.00610	18	ENSPTRG00000010040	96
ENSG00000196628	ENST00000570146	0.00450	0.00610	18	ENSPTRG00000010040	96
ENSG00000196628	ENST00000563686	0.00450	0.00610	18	ENSPTRG00000010040	96
ENSG00000196628	ENST00000569012	0.00450	0.00610	18	ENSPTRG00000010040	96
ENSG00000196628	ENST00000566514	0.00450	0.00610	18	ENSPTRG00000010040	96
ENSG00000196628	ENST00000568169	0.00450	0.00610	18	ENSPTRG00000010040	96
ENSG00000196628	ENST00000562607	0.00450	0.00610	18	ENSPTRG00000010040	96
ENSG00000196628	ENST00000568186	0.00450	0.00610	18	ENSPTRG00000010040	96
ENSG00000196628	ENST00000562638	0.00450	0.00610	18	ENSPTRG00000010040	96
ENSG00000196628	ENST00000566777	0.00450	0.00610	18	ENSPTRG00000010040	96
ENSG00000196628	ENST00000565908	0.00450	0.00610	18	ENSPTRG00000010040	96
ENSG00000196628	ENST00000566376	0.00450	0.00610	18	ENSPTRG00000010040	96
ENSG00000196628	ENST00000590810	0.00450	0.00610	18	ENSPTRG00000010040	96
ENSG00000196628	ENST00000562030	0.00450	0.00610	18	ENSPTRG00000010040	96
ENSG00000196628	ENST00000563824	0.00450	0.00610	18	ENSPTRG00000010040	96
ENSG00000196628	ENST00000568147	0.00450	0.00610	18	ENSPTRG00000010040	96
ENSG00000196628	ENST00000563888	0.00450	0.00610	18	ENSPTRG00000010040	96
ENSG00000196628	ENST00000564343	0.00450	0.00610	18	ENSPTRG00000010040	96
ENSG00000196628	ENST00000562543	0.00450	0.00610	18	ENSPTRG00000010040	96
ENSG00000196628	ENST00000562847	0.00450	0.00610	18	ENSPTRG00000010040	96
ENSG00000196628	ENST00000565580	0.00450	0.00610	18	ENSPTRG00000010040	96
ENSG00000196628	ENST00000569357	0.00450	0.00610	18	ENSPTRG00000010040	96
ENSG00000196628	ENST00000565124	0.00450	0.00610	18	ENSPTRG00000010040	96
ENSG00000196628	ENST00000565393	0.00450	0.00610	18	ENSPTRG00000010040	96
ENSG00000196628	ENST00000354452	0.00450	0.00610	18	ENSPTRG00000010040	96
ENSG00000196628	ENST00000616053	0.00450	0.00610	18	ENSPTRG00000010040	96
ENSG00000178665	ENST00000466630	0.00410	0.01360	7	ENSPTRG00000019202	99
ENSG00000178665	ENST00000411863	0.00410	0.01360	7	ENSPTRG00000019202	99
ENSG00000178665	ENST00000484120	0.00410	0.01360	7	ENSPTRG00000019202	99
ENSG00000178665	ENST00000482436	0.00410	0.01360	7	ENSPTRG00000019202	99
ENSG00000178665	ENST00000429591	0.00410	0.01360	7	ENSPTRG00000019202	99
ENSG00000097007	ENST00000372348	0.00120	0.01700	9	ENSPTRG00000021477	100
ENSG00000097007	ENST00000393293	0.00120	0.01700	9	ENSPTRG00000021477	100
ENSG00000097007	ENST00000318560	0.00120	0.01700	9	ENSPTRG00000021477	100
ENSG00000129173	ENST00000527884	0.00500	0.01070	11	ENSPTRG00000003435	99
ENSG00000129173	ENST00000250024	0.00500	0.01070	11	ENSPTRG00000003435	99
ENSG00000129173	ENST00000529188	0.00500	0.01070	11	ENSPTRG00000003435	99
ENSG00000129173	ENST00000532666	0.00500	0.01070	11	ENSPTRG00000003435	99
ENSG00000129173	ENST00000620009	0.00500	0.01070	11	ENSPTRG00000003435	99
ENSG00000148229	ENST00000479871	0.00000	0.00000	9	ENSPTRG00000021280	100
ENSG00000148229	ENST00000374169	0.00000	0.00000	9	ENSPTRG00000021280	100
ENSG00000148229	ENST00000374171	0.00000	0.00000	9	ENSPTRG00000021280	100
ENSG00000148229	ENST00000475080	0.00000	0.00000	9	ENSPTRG00000021280	100
ENSG00000196792	ENST00000355683	0.00200	0.00330	14	ENSPTRG00000006238	88
ENSG00000196792	ENST00000357479	0.00200	0.00330	14	ENSPTRG00000006238	88
ENSG00000196792	ENST00000555358	0.00200	0.00330	14	ENSPTRG00000006238	88
ENSG00000196792	ENST00000554124	0.00200	0.00330	14	ENSPTRG00000006238	88
ENSG00000196792	ENST00000366206	0.00200	0.00330	14	ENSPTRG00000006238	88
ENSG00000196792	ENST00000554991	0.00200	0.00330	14	ENSPTRG00000006238	88
ENSG00000196792	ENST00000556577	0.00200	0.00330	14	ENSPTRG00000006238	88
ENSG00000196792	ENST00000555152	0.00200	0.00330	14	ENSPTRG00000006238	88
ENSG00000146143	ENST00000370687			6		
ENSG00000146143	ENST00000274891			6		
ENSG00000146143	ENST00000615550			6		
ENSG00000146143	ENST00000419977			6		
ENSG00000146143	ENST00000490313			6		
ENSG00000146143	ENST00000470638			6		
ENSG00000146143	ENST00000550475			6		
ENSG00000079999	ENST00000171111	0.00000	0.02260	19	ENSPTRG00000010473	100
ENSG00000079999	ENST00000592478	0.00000	0.02260	19	ENSPTRG00000010473	100
ENSG00000079999	ENST00000393623	0.00000	0.02260	19	ENSPTRG00000010473	100
ENSG00000079999	ENST00000590237	0.00000	0.02260	19	ENSPTRG00000010473	100
ENSG00000079999	ENST00000590593	0.00000	0.02260	19	ENSPTRG00000010473	100
ENSG00000079999	ENST00000588024	0.00000	0.02260	19	ENSPTRG00000010473	100
ENSG00000079999	ENST00000585845	0.00000	0.02260	19	ENSPTRG00000010473	100
ENSG00000079999	ENST00000592055	0.00000	0.02260	19	ENSPTRG00000010473	100
ENSG00000079999	ENST00000591419	0.00000	0.02260	19	ENSPTRG00000010473	100
ENSG00000079999	ENST00000591039	0.00000	0.02260	19	ENSPTRG00000010473	100
ENSG00000166188	ENST00000299237	0.00000	0.01440	16	ENSPTRG00000031195	99
ENSG00000166188	ENST00000562909	0.00000	0.01440	16	ENSPTRG00000031195	99
ENSG00000140265	ENST00000396976	0.00460	0.00490	15	ENSPTRG00000006992	99
ENSG00000140265	ENST00000566849	0.00460	0.00490	15	ENSPTRG00000006992	99
ENSG00000140265	ENST00000562072	0.00460	0.00490	15	ENSPTRG00000006992	99
ENSG00000140265	ENST00000568898	0.00460	0.00490	15	ENSPTRG00000006992	99
ENSG00000140265	ENST00000570181	0.00460	0.00490	15	ENSPTRG00000006992	99
ENSG00000140265	ENST00000561661	0.00460	0.00490	15	ENSPTRG00000006992	99
ENSG00000140265	ENST00000563508	0.00460	0.00490	15	ENSPTRG00000006992	99
ENSG00000140265	ENST00000396972	0.00460	0.00490	15	ENSPTRG00000006992	99
ENSG00000115548	ENST00000452034	0.00180	0.01190	2	ENSPTRG00000012155	100
ENSG00000115548	ENST00000409556	0.00180	0.01190	2	ENSPTRG00000012155	100
ENSG00000115548	ENST00000441719	0.00180	0.01190	2	ENSPTRG00000012155	100
ENSG00000115548	ENST00000409064	0.00180	0.01190	2	ENSPTRG00000012155	100
ENSG00000115548	ENST00000427678	0.00180	0.01190	2	ENSPTRG00000012155	100
ENSG00000115548	ENST00000498528	0.00180	0.01190	2	ENSPTRG00000012155	100
ENSG00000115548	ENST00000466058	0.00180	0.01190	2	ENSPTRG00000012155	100
ENSG00000115548	ENST00000463013	0.00180	0.01190	2	ENSPTRG00000012155	100
ENSG00000115548	ENST00000488971	0.00180	0.01190	2	ENSPTRG00000012155	100
ENSG00000115548	ENST00000485171	0.00180	0.01190	2	ENSPTRG00000012155	100
ENSG00000115548	ENST00000462197	0.00180	0.01190	2	ENSPTRG00000012155	100
ENSG00000115548	ENST00000491383	0.00180	0.01190	2	ENSPTRG00000012155	100
ENSG00000115548	ENST00000470160	0.00180	0.01190	2	ENSPTRG00000012155	100
ENSG00000115548	ENST00000483866	0.00180	0.01190	2	ENSPTRG00000012155	100
ENSG00000115548	ENST00000312912	0.00180	0.01190	2	ENSPTRG00000012155	100
ENSG00000115548	ENST00000542128	0.00180	0.01190	2	ENSPTRG00000012155	100
ENSG00000218891	ENST00000325421	0.00000	0.02330	19	ENSPTRG00000011517	100
ENSG00000218891	ENST00000592239	0.00000	0.02330	19	ENSPTRG00000011517	100
ENSG00000073282	ENST00000486398	0.00000	0.01080	3	ENSPTRG00000015733	100
ENSG00000073282	ENST00000264731	0.00000	0.01080	3	ENSPTRG00000015733	100
ENSG00000073282	ENST00000418709	0.00000	0.01080	3	ENSPTRG00000015733	100
